recording,window,slot,channel,animal,genotype
ArxRosa-1211__1,1327,Ch C,RVis,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__1,1327,Ch D,RBar,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__1,1327,Ch E,LVis,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__1,1327,Ch F,LHip,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__1,1327,Ch G,RHip,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__1,1327,Ch H,LMot,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__1,3065,Ch A,LMot,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__1,3065,Ch B,LBar,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__1,3065,Ch C,LVis,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__1,3065,Ch D,RHip,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__1,3065,Ch E,LHip,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__1,3065,Ch F,RBar,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__1,3065,Ch G,RMot,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__1,3065,Ch H,RVis,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__1,3513,Ch A,RMot,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__1,3513,Ch B,RBar,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__1,3513,Ch C,LHip,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__1,3513,Ch D,RHip,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__1,3513,Ch E,RVis,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__1,3513,Ch F,LVis,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__1,3513,Ch G,LBar,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__1,3513,Ch H,LMot,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__1,6516,Ch A,RBar,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__1,6516,Ch B,LHip,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__1,6516,Ch C,RHip,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__1,6516,Ch D,LVis,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__1,6516,Ch E,LMot,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__1,6516,Ch F,RVis,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__1,6516,Ch G,RMot,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__1,6516,Ch H,LBar,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__1,10506,Ch A,LMot,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__1,10506,Ch B,LVis,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__1,10506,Ch C,RVis,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__1,10506,Ch D,RBar,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__1,10506,Ch E,LHip,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__1,10506,Ch F,RHip,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__1,10506,Ch G,RMot,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__1,10506,Ch H,LBar,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__1,11136,Ch A,RBar,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__1,11136,Ch B,LHip,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__1,11136,Ch C,RVis,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__1,11136,Ch D,RMot,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__1,11136,Ch E,LVis,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__1,11136,Ch F,LBar,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__1,11136,Ch G,RHip,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__1,11136,Ch H,LMot,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__1,14777,Ch A,LBar,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__1,14777,Ch B,RVis,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__1,14777,Ch C,LVis,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__1,14777,Ch D,RBar,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__1,14777,Ch E,RHip,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__1,14777,Ch F,RMot,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__1,14777,Ch G,LMot,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__1,14777,Ch H,LHip,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__1,17128,Ch A,LHip,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__1,17128,Ch B,RBar,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__1,17128,Ch C,LBar,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__1,17128,Ch D,LMot,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__1,17128,Ch E,RVis,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__1,17128,Ch F,RHip,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__1,17128,Ch G,LVis,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__1,17128,Ch H,RMot,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__2,2138,Ch A,RVis,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__2,2138,Ch B,LBar,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__2,2138,Ch C,LMot,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__2,2138,Ch D,LHip,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__2,2138,Ch E,LVis,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__2,2138,Ch F,RHip,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__2,2138,Ch G,RBar,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__2,2138,Ch H,RMot,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__2,4057,Ch A,LHip,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__2,4057,Ch B,LBar,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__2,4057,Ch C,RMot,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__2,4057,Ch D,RHip,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__2,4057,Ch E,RBar,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__2,4057,Ch F,LVis,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__2,4057,Ch G,RVis,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__2,4057,Ch H,LMot,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__2,6557,Ch A,RMot,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__2,6557,Ch B,LVis,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__2,6557,Ch C,LHip,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__2,6557,Ch D,LBar,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__2,6557,Ch E,LMot,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__2,6557,Ch F,RBar,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__2,6557,Ch G,RHip,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__2,6557,Ch H,RVis,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__2,6861,Ch A,LMot,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__2,6861,Ch B,LBar,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__2,6861,Ch C,LHip,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__2,6861,Ch D,RHip,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__2,6861,Ch E,RBar,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__2,6861,Ch F,LVis,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__2,6861,Ch G,RVis,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__2,6861,Ch H,RMot,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__2,11553,Ch A,RHip,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__2,11553,Ch B,RVis,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__2,11553,Ch C,LMot,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__2,11553,Ch D,LBar,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__2,11553,Ch E,LVis,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__2,11553,Ch F,LHip,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__2,11553,Ch G,RBar,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__2,11553,Ch H,RMot,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__2,11824,Ch A,LBar,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__2,11824,Ch B,RHip,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__2,11824,Ch C,LHip,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__2,11824,Ch D,LMot,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__2,11824,Ch E,RBar,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__2,11824,Ch F,RVis,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__2,11824,Ch G,LVis,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__2,11824,Ch H,RMot,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__2,13631,Ch A,RMot,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__2,13631,Ch B,RBar,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__2,13631,Ch C,RVis,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__2,13631,Ch D,LHip,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__2,13631,Ch E,LBar,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__2,13631,Ch F,LVis,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__2,13631,Ch G,LMot,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__2,13631,Ch H,RHip,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__2,14734,Ch A,LVis,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__2,14734,Ch B,RVis,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__2,14734,Ch C,LBar,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__2,14734,Ch D,LHip,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__2,14734,Ch E,RMot,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__2,14734,Ch F,RBar,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__2,14734,Ch G,LMot,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-1211__2,14734,Ch H,RHip,ArxRosa-1211,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__0,410,Ch A,RHip,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__0,410,Ch B,LMot,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__0,410,Ch C,LHip,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__0,410,Ch D,LVis,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__0,410,Ch E,LBar,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__0,410,Ch F,RVis,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__0,410,Ch G,RMot,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__0,410,Ch H,RBar,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__0,495,Ch A,LHip,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__0,495,Ch B,RMot,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__0,495,Ch C,LVis,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__0,495,Ch D,RVis,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__0,495,Ch E,RHip,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__0,495,Ch F,RBar,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__0,495,Ch G,LBar,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__0,495,Ch H,LMot,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__0,7447,Ch A,RMot,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__0,7447,Ch B,RBar,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__0,7447,Ch C,LBar,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__0,7447,Ch D,LHip,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__0,7447,Ch E,RHip,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__0,7447,Ch F,RVis,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__0,7447,Ch G,LVis,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__0,7447,Ch H,LMot,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__0,7703,Ch A,RBar,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__0,7703,Ch B,LHip,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__0,7703,Ch C,RMot,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__0,7703,Ch D,LMot,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__0,7703,Ch E,LBar,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__0,7703,Ch F,RHip,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__0,7703,Ch G,RVis,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__0,7703,Ch H,LVis,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__0,8200,Ch A,RHip,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__0,8200,Ch B,RBar,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__0,8200,Ch C,LBar,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__0,8200,Ch D,LHip,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__0,8200,Ch E,RMot,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__0,8200,Ch F,LVis,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__0,8200,Ch G,RVis,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__0,8200,Ch H,LMot,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__0,8424,Ch A,RHip,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__0,8424,Ch B,RMot,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__0,8424,Ch C,RBar,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__0,8424,Ch D,LHip,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__0,8424,Ch E,LBar,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__0,8424,Ch F,LVis,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__0,8424,Ch G,RVis,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__0,8424,Ch H,LMot,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__0,9371,Ch A,LMot,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__0,9371,Ch B,RBar,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__0,9371,Ch C,RHip,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__0,9371,Ch D,LHip,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__0,9371,Ch E,RMot,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__0,9371,Ch F,RVis,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__0,9371,Ch G,LVis,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__0,9371,Ch H,LBar,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__1,31,Ch A,RVis,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__1,31,Ch B,LBar,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__1,31,Ch C,LHip,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__1,31,Ch D,RMot,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__1,31,Ch E,RHip,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__1,31,Ch F,LMot,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__1,31,Ch G,LVis,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__1,31,Ch H,RBar,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__1,9014,Ch A,RBar,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__1,9014,Ch B,LHip,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__1,9014,Ch C,RHip,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__1,9014,Ch D,LBar,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__1,9014,Ch E,RVis,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__1,9014,Ch F,LVis,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__1,9014,Ch G,LMot,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__1,9014,Ch H,RMot,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__1,9762,Ch A,RVis,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__1,9762,Ch B,RBar,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__1,9762,Ch C,RMot,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__1,9762,Ch D,LBar,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__1,9762,Ch E,LHip,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__1,9762,Ch F,RHip,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__1,9762,Ch G,LMot,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__1,9762,Ch H,LVis,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__1,10359,Ch A,LHip,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__1,10359,Ch B,LMot,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__1,10359,Ch C,RMot,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__1,10359,Ch D,RBar,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__1,10359,Ch E,RVis,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__1,10359,Ch F,LVis,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__1,10359,Ch G,LBar,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__1,10359,Ch H,RHip,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__1,11358,Ch A,LHip,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__1,11358,Ch B,RVis,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__1,11358,Ch C,RBar,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__1,11358,Ch D,LVis,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__1,11358,Ch E,RMot,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__1,11358,Ch F,RHip,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__1,11358,Ch G,LBar,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__1,11358,Ch H,LMot,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__1,16873,Ch A,RMot,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__1,16873,Ch B,LHip,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__1,16873,Ch C,RHip,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__1,16873,Ch D,LVis,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__1,16873,Ch E,LMot,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__1,16873,Ch F,RBar,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__1,16873,Ch G,RVis,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__1,16873,Ch H,LBar,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__2,1046,Ch A,LMot,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__2,1046,Ch B,RHip,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__2,1046,Ch C,RBar,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__2,1046,Ch D,RVis,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__2,1046,Ch E,LHip,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__2,1046,Ch F,LVis,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__2,1046,Ch G,LBar,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__2,1046,Ch H,RMot,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__2,4313,Ch A,RHip,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__2,4313,Ch B,LHip,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
ArxRosa-2064__2,4313,Ch C,LBar,ArxRosa-2064,Arx(F/y)-Rosa(+/wt)-Sham
